ID;B0;B1;B2;B3;B4;B5;B6;B7
2015;3;71;0;58;0;0;0;2
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;232;0;48
2001;1;0;0;24;0;129;0;129
2002;2;0;3;227;3;6;1;189
2016;0;0;0;0;0;0;0;0
2001;1;0;0;100;0;41;0;41
2002;2;0;1;163;1;76;2;124
2000;0;0;245;72;255;72;255;72
2001;1;0;3;71;0;67;0;67
2002;2;0;0;179;2;191;1;172
2001;1;0;2;64;0;103;0;103
2002;2;0;3;107;3;120;1;56
2000;0;0;249;48;0;48;255;72
2001;1;0;1;242;0;61;0;61
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2004;0;56;0;0;1;44;0;34
2002;2;0;3;39;1;31;0;242
2001;1;0;3;164;0;29;0;29
2002;2;0;0;203;2;103;0;181
2000;0;0;245;72;0;232;255;72
2001;1;0;2;172;0;15;0;15
2002;2;0;2;248;1;0;3;5
2001;1;0;2;165;0;170;0;170
2000;0;0;0;0;1;184;0;48
2002;2;0;1;52;0;45;0;23
2001;1;0;0;16;0;20;0;20
2002;2;0;2;228;2;78;0;249
2015;4;156;0;177;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;2;195;0;76;1;238
2017;0;0;0;0;0;0;0;0
2001;1;0;1;119;0;118;0;118
2002;2;0;0;201;2;156;0;203
2000;0;0;253;24;1;184;0;48
2002;2;0;1;153;1;22;3;60
2001;1;0;0;169;0;197;0;197
2001;1;0;0;85;0;98;0;98
2002;2;0;1;152;0;29;0;38
2000;0;0;3;232;255;72;255;96
2001;1;0;0;141;0;89;0;89
2002;2;0;1;3;0;105;0;18
2003;3;0;0;0;0;0;0;34
2002;2;0;2;25;2;157;1;84
2004;255;212;0;100;1;44;0;19
2000;0;0;241;96;255;96;0;208
2001;1;0;1;128;0;28;0;28
2002;2;0;2;140;2;146;0;208
2001;1;0;3;44;0;80;0;80
2002;2;0;2;186;1;92;3;68
2000;0;0;7;208;0;232;0;48
2001;1;0;1;202;0;49;0;49
2002;2;0;2;90;1;43;1;251
2001;1;0;1;175;0;191;0;191
2015;6;148;0;22;0;0;0;2
2019;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;232;255;96
2001;1;0;2;212;0;28;0;28
2002;2;0;0;181;3;217;3;212
2002;2;0;1;55;1;11;3;185
2001;1;0;2;104;0;154;0;154
2002;2;0;3;14;1;246;0;135
2000;0;0;249;48;1;184;0;24
2001;1;0;3;110;0;170;0;170
2002;2;0;3;95;3;105;3;113
2001;1;0;1;243;0;74;0;74
2002;2;0;1;114;2;89;3;176
2000;0;0;3;232;255;96;0;232
2003;3;0;0;0;0;0;2;39
2004;0;156;0;100;0;0;0;29
2006;0;0;0;0;0;0;0;0
2001;1;0;2;240;0;112;0;112
2002;2;0;2;192;0;198;1;246
2016;0;0;0;0;0;0;0;0
2002;2;0;3;186;0;69;0;85
2000;0;0;253;24;0;0;0;232
2005;0;0;0;0;0;0;0;0
2001;1;0;1;2;0;48;0;48
2002;2;0;2;197;0;218;0;61
2001;1;0;1;6;0;41;0;41
2002;2;0;3;58;0;40;0;95
2000;0;0;11;184;0;48;255;96
2001;1;0;3;78;0;174;0;174
2002;2;0;1;203;0;28;3;183
2001;1;0;2;206;0;199;0;199
2015;1;19;0;79;0;0;0;2
2018;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;208;0;208
2002;2;0;3;55;0;9;1;183
2001;1;0;1;105;0;121;0;121
2002;2;0;3;72;2;65;0;112
2001;1;0;3;245;0;113;0;113
2002;2;0;2;48;1;33;1;108
2000;0;0;3;232;255;72;0;0
2001;1;0;2;224;0;130;0;130
2002;2;0;3;120;3;222;2;84
2003;3;0;0;0;0;0;3;170
2004;0;100;0;200;0;56;0;16
2002;2;0;0;195;3;229;1;239
2000;0;0;7;208;255;72;0;24
2005;0;0;0;0;0;0;0;0
2015;4;53;0;185;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;1;67;3;151;3;161
2000;0;0;11;184;255;96;255;96
2002;2;0;2;103;3;111;3;204
2017;0;0;0;0;0;0;0;0
2001;1;0;0;127;0;198;0;198
2002;2;0;2;220;3;164;1;229
2000;0;0;3;232;255;96;255;96
2001;1;0;1;187;0;134;0;134
2002;2;0;2;10;3;143;0;237
2001;1;0;1;245;0;75;0;75
2002;2;0;3;137;0;185;1;40
2015;9;148;0;139;0;0;0;2
2000;0;0;0;0;255;96;255;72
2002;2;0;3;140;0;205;3;72
2016;0;0;0;0;0;0;0;0
2001;1;0;3;174;0;86;0;86
2002;2;0;3;16;2;179;0;77
2000;0;0;3;232;0;0;255;96
2001;1;0;3;166;0;86;0;86
2002;2;0;3;47;3;111;3;183
2003;3;0;0;0;0;0;3;2
2004;0;56;255;212;0;156;0;10
2000;0;0;0;0;0;0;0;24
2001;1;0;1;67;0;33;0;33
2002;2;0;2;128;2;115;1;147
2015;2;13;0;229;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;3;102;0;13;0;13
2002;2;0;2;8;0;56;3;199
2005;0;0;0;0;0;0;0;0
2000;0;0;7;208;0;232;0;208
2001;1;0;0;52;0;14;0;14
2002;2;0;3;16;0;63;1;98
2001;1;0;0;144;0;191;0;191
2002;2;0;2;10;0;76;0;131
2000;0;0;0;0;0;24;255;72
2001;1;0;2;192;0;167;0;167
2002;2;0;2;35;0;98;0;8
2001;1;0;3;62;0;171;0;171
2002;2;0;1;111;2;97;0;119
2015;4;232;0;34;0;0;0;4
2017;0;0;0;0;0;0;0;0
2002;2;0;1;10;3;102;0;121
2016;0;0;0;0;0;0;0;0
2001;1;0;1;8;0;12;0;12
2002;2;0;2;194;1;194;2;242
2000;0;0;11;184;0;208;255;72
2001;1;0;3;28;0;113;0;113
2002;2;0;3;148;1;147;1;255
2006;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;3;240
2001;1;0;1;214;0;39;0;39
2000;0;0;241;96;0;24;1;184
2002;2;0;0;107;1;95;0;30
2001;1;0;0;213;0;153;0;153
2002;2;0;3;151;0;84;0;162
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2015;4;87;0;34;0;0;0;2
2001;1;0;2;153;0;5;0;5
2002;2;0;0;89;2;61;3;239
2000;0;0;7;208;0;208;255;72
2001;1;0;1;245;0;87;0;87
2002;2;0;0;155;1;227;2;180
2001;1;0;0;28;0;176;0;176
2002;2;0;0;196;0;130;0;125
2000;0;0;245;72;0;0;0;232
2001;1;0;3;115;0;138;0;138
2002;2;0;2;110;1;238;3;41
2015;5;194;0;33;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;64;3;62;1;249
2001;1;0;1;245;0;75;0;75
2002;2;0;2;45;1;52;3;232
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;0;1;184
2001;1;0;2;48;0;39;0;39
2003;3;0;0;0;0;0;1;88
2006;0;0;0;0;0;0;0;0
2002;2;0;1;19;0;186;1;29
2001;1;0;3;103;0;107;0;107
2002;2;0;1;179;0;160;3;200
2000;0;0;253;24;0;208;255;96
2002;2;0;0;188;1;68;2;183
2001;1;0;0;49;0;12;0;12
2015;3;195;0;177;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;2;94;0;187;0;187
2002;2;0;3;91;1;97;3;167
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;232;0;24
2001;1;0;3;124;0;83;0;83
2002;2;0;3;125;0;47;0;210
2001;1;0;3;1;0;19;0;19
2002;2;0;1;138;0;182;2;247
2000;0;0;3;232;0;48;0;208
2001;1;0;2;96;0;189;0;189
2002;2;0;0;239;1;1;3;219
2001;1;0;3;116;0;59;0;59
2002;2;0;2;185;1;135;0;152
2015;7;174;0;97;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;136;2;229;1;180
2017;0;0;0;0;0;0;0;0
2001;1;0;0;236;0;136;0;136
2002;2;0;0;100;2;65;1;250
2003;3;0;0;0;0;0;0;232
2004;255;212;0;200;1;44;0;74
2000;0;0;0;0;0;208;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;3;4;0;162;0;162
2001;1;0;3;119;0;38;0;38
2023;0;0;0;0;0;0;0;0
2002;2;0;3;109;0;148;1;105
2000;0;0;7;208;255;96;0;48
2002;2;0;2;85;1;146;1;220
2001;1;0;0;4;0;63;0;63
2002;2;0;1;212;3;11;2;179
2001;1;0;3;48;0;0;0;0
2002;2;0;3;108;0;202;1;92
2000;0;0;3;232;0;24;1;184
2001;1;0;1;32;0;49;0;49
2000;0;0;253;24;1;184;0;0
2006;0;0;0;0;0;0;0;0
2002;2;0;2;246;0;65;1;209
2000;0;0;0;0;0;48;0;48
2002;2;0;1;35;1;20;1;136
2001;1;0;3;190;0;117;0;117
2002;2;0;0;68;2;107;1;127
2001;1;0;3;176;0;193;0;193
2002;2;0;1;251;1;145;3;233
2000;0;0;7;208;255;72;255;72
2015;8;163;0;2;0;0;0;5
2001;1;0;0;201;0;166;0;166
2002;2;0;1;119;1;130;0;32
2016;0;0;0;0;0;0;0;0
2000;0;0;249;48;0;24;0;24
2001;1;0;1;12;0;166;0;166
2002;2;0;2;233;0;212;3;111
2001;1;0;1;169;0;151;0;151
2002;2;0;0;11;3;47;3;162
2000;0;0;11;184;255;72;0;24
2001;1;0;1;64;0;116;0;116
2002;2;0;1;10;3;117;1;102
2001;1;0;1;111;0;76;0;76
2002;2;0;0;76;1;29;0;145
2015;9;84;0;48;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;3;232;0;208;0;232
2002;2;0;0;15;1;230;2;105
2017;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;190
2004;255;112;0;100;0;200;0;13
2002;2;0;0;204;0;107;1;239
2000;0;0;7;208;0;0;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;3;111;0;33;0;33
2002;2;0;3;235;3;5;2;136
2001;1;0;1;32;0;140;0;140
2002;2;0;2;21;3;141;3;200
2000;0;0;253;24;0;0;0;232
2001;1;0;2;195;0;124;0;124
2002;2;0;1;58;0;127;0;62
2023;0;0;0;0;0;0;0;0
2002;2;0;2;73;2;53;2;7
2015;3;132;0;184;0;0;0;0
2000;0;0;3;232;0;48;0;24
2001;1;0;2;154;0;141;0;141
2002;2;0;2;44;0;236;3;207
2001;1;0;1;141;0;99;0;99
2002;2;0;0;106;2;166;1;83
2000;0;0;7;208;0;0;0;208
2001;1;0;1;107;0;107;0;107
2002;2;0;0;56;1;106;0;210
2001;1;0;0;51;0;44;0;44
2002;2;0;1;213;0;84;3;99
2015;1;38;0;60;0;0;0;2
2017;0;0;0;0;0;0;0;0
2000;0;0;253;24;255;96;255;72
2003;3;0;0;0;0;0;1;193
2006;0;0;0;0;0;0;0;0
2002;2;0;0;249;0;235;1;87
2016;0;0;0;0;0;0;0;0
2001;1;0;3;235;0;117;0;117
2002;2;0;2;137;3;123;1;79
2001;1;0;0;87;0;78;0;78
2002;2;0;1;201;0;176;2;89
2000;0;0;241;96;1;184;255;96
2001;1;0;1;65;0;147;0;147
2002;2;0;3;189;0;134;0;162
2000;0;0;253;24;0;48;255;72
2001;1;0;0;151;0;47;0;47
2002;2;0;3;161;2;0;3;221
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;3;31;1;195;2;38
2000;0;0;11;184;0;208;0;24
2015;1;143;0;20;0;0;0;0
2001;1;0;1;184;0;67;0;67
2002;2;0;0;3;1;137;2;49
2001;1;0;2;165;0;159;0;159
2002;2;0;0;152;0;199;2;231
2000;0;0;11;184;255;96;0;232
2001;1;0;3;154;0;156;0;156
2002;2;0;3;170;2;100;1;21
2015;9;192;0;124;0;0;0;5
2018;0;0;0;0;0;0;0;0
2004;0;100;255;212;0;156;0;67
2002;2;0;1;164;1;62;1;40
2016;0;0;0;0;0;0;0;0
2001;1;0;0;167;0;151;0;151
2002;2;0;1;25;2;67;2;4
2000;0;0;7;208;1;184;255;96
2001;1;0;0;112;0;2;0;2
2002;2;0;3;59;1;182;1;6
2001;1;0;3;162;0;157;0;157
2002;2;0;0;235;1;209;2;84
2000;0;0;245;72;0;24;0;48
2001;1;0;2;80;0;50;0;50
2002;2;0;1;161;3;65;0;187
2015;4;168;0;0;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;3;61;1;207;1;114
2000;0;0;0;0;0;208;0;0
2002;2;0;3;40;1;144;1;34
2017;0;0;0;0;0;0;0;0
2001;1;0;3;203;0;193;0;193
2002;2;0;0;165;2;157;2;132
2000;0;0;245;72;0;48;0;24
2001;1;0;2;127;0;18;0;18
2002;2;0;2;217;0;113;0;246
2001;1;0;2;199;0;184;0;184
2002;2;0;2;242;0;118;1;53
2004;0;0;0;156;0;156;0;47
2015;8;157;0;251;0;0;0;0
2002;2;0;1;248;1;16;0;120
2003;3;0;0;0;0;0;2;8
2001;1;0;2;165;0;183;0;183
2002;2;0;3;181;2;124;0;188
2000;0;0;245;72;0;24;0;0
2001;1;0;2;203;0;172;0;172
2002;2;0;2;120;1;47;3;129
2001;1;0;1;19;0;14;0;14
2002;2;0;3;141;2;237;3;108
2000;0;0;253;24;255;96;0;48
2002;2;0;3;225;3;117;3;50
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;3;84;0;135;0;135
2001;1;0;3;232;0;150;0;150
2002;2;0;0;57;0;65;0;15
2000;0;0;245;72;255;96;1;184
2001;1;0;2;112;0;107;0;107
2002;2;0;3;185;1;56;0;25
2001;1;0;1;247;0;69;0;69
2002;2;0;0;26;1;6;2;225
2000;0;0;253;24;0;232;255;72
2001;1;0;3;247;0;26;0;26
2002;2;0;2;252;3;143;2;19
2003;3;0;0;0;0;0;2;14
2004;0;56;0;200;255;212;0;79
2006;0;0;0;0;0;0;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;2;186;0;150;0;150
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;3;16;0;87;1;103
2002;2;0;0;112;3;135;3;134
2001;1;0;1;185;0;159;0;159
2002;2;0;3;221;0;140;1;35
2000;0;0;3;232;1;184;0;208
2001;1;0;0;0;0;5;0;5
2002;2;0;1;205;2;228;0;223
2000;0;0;0;0;0;0;0;24
2001;1;0;1;79;0;180;0;180
2015;3;160;0;121;0;0;0;1
2002;2;0;1;2;0;114;0;10
2002;2;0;3;129;1;199;2;237
2000;0;0;0;0;0;232;0;24
2002;2;0;3;50;1;16;3;121
2001;1;0;2;171;0;183;0;183
2001;1;0;3;178;0;128;0;128
2002;2;0;0;133;3;72;0;209
2000;0;0;0;0;1;184;0;48
2001;1;0;3;122;0;198;0;198
2002;2;0;2;45;1;177;2;245
2003;3;0;0;0;0;0;0;65
2002;2;0;1;55;0;94;2;216
2004;255;112;0;56;1;44;0;8
2015;5;206;0;157;0;0;0;2
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;2;214;0;30;0;30
2002;2;0;0;86;0;135;1;91
2017;0;0;0;0;0;0;0;0
2001;1;0;1;104;0;92;0;92
2002;2;0;2;152;3;155;1;59
2000;0;0;3;232;0;208;0;48
2001;1;0;3;51;0;77;0;77
2002;2;0;3;221;3;157;2;103
2001;1;0;0;125;0;121;0;121
2002;2;0;0;139;0;181;2;38
2000;0;0;0;0;255;72;0;0
2001;1;0;3;21;0;0;0;0
2002;2;0;3;184;2;68;1;101
2015;1;13;0;245;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;136;3;107;3;229
2000;0;0;253;24;0;48;0;0
2001;1;0;2;216;0;92;0;92
2002;2;0;3;79;3;198;0;120
2017;0;0;0;0;0;0;0;0
2001;1;0;3;219;0;97;0;97
2002;2;0;1;42;1;1;2;38
2000;0;0;3;232;0;208;255;72
2003;3;0;0;0;0;0;3;209
2004;0;156;1;44;0;100;0;6
2002;2;0;3;126;1;210;3;47
2005;0;0;0;0;0;0;0;0
2001;1;0;2;39;0;3;0;3
2002;2;0;2;105;1;221;3;58
2015;9;51;0;145;0;0;0;4
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;24;0;48
2016;0;0;0;0;0;0;0;0
2001;1;0;1;125;0;33;0;33
2002;2;0;1;235;2;247;3;66
2001;1;0;0;173;0;63;0;63
2002;2;0;0;137;3;112;1;15
2000;0;0;11;184;0;24;0;48
2001;1;0;3;95;0;82;0;82
2002;2;0;0;91;3;69;0;31
2001;1;0;3;209;0;37;0;37
2002;2;0;2;132;0;171;3;5
2000;0;0;253;24;0;208;255;72
2001;1;0;1;196;0;159;0;159
2002;2;0;3;125;1;198;2;152
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;0;183;3;189;2;235
2000;0;0;245;72;0;0;0;0
2015;6;120;0;205;0;0;0;2
2001;1;0;2;135;0;189;0;189
2002;2;0;0;92;1;82;2;234
2003;3;0;0;0;0;0;1;137
2004;0;56;0;200;0;0;0;44
2000;0;0;241;96;0;0;255;96
2005;0;0;0;0;0;0;0;0
2001;1;0;2;220;0;99;0;99
2002;2;0;0;23;0;225;0;214
2015;0;229;0;109;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;1;138;1;127;1;68
2017;0;0;0;0;0;0;0;0
2001;1;0;3;53;0;58;0;58
2002;2;0;2;236;0;231;1;121
2000;0;0;241;96;0;208;255;96
2001;1;0;3;16;0;117;0;117
2002;2;0;3;128;0;85;1;117
2001;1;0;2;94;0;39;0;39
2002;2;0;1;25;3;86;1;155
2000;0;0;0;0;0;208;0;24
2001;1;0;1;24;0;149;0;149
2002;2;0;3;56;0;48;3;125
2015;2;166;0;10;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;3;150;0;52;0;52
2002;2;0;0;20;1;90;0;48
2002;2;0;1;238;0;194;3;87
2017;0;0;0;0;0;0;0;0
2001;1;0;0;72;0;151;0;151
2002;2;0;0;44;3;191;0;250
2004;0;100;0;200;255;212;0;47
2005;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;48;0;24
2001;1;0;2;194;0;68;0;68
2002;2;0;0;165;2;79;1;186
2001;1;0;0;5;0;125;0;125
2002;2;0;0;153;1;87;0;247
2000;0;0;11;184;0;208;1;184
2001;1;0;2;206;0;166;0;166
2002;2;0;0;180;2;217;1;104
2015;5;12;0;10;0;0;0;2
2001;1;0;2;178;0;161;0;161
2002;2;0;0;51;1;57;0;62
2000;0;0;0;0;0;0;0;232
2001;1;0;2;194;0;84;0;84
2002;2;0;3;65;1;51;3;16
2001;1;0;0;33;0;198;0;198
2002;2;0;3;139;2;163;2;163
2000;0;0;253;24;0;24;0;48
2001;1;0;0;243;0;122;0;122
2002;2;0;2;193;2;133;0;76
2015;8;47;0;51;0;0;0;2
2017;0;0;0;0;0;0;0;0
2006;0;0;0;0;0;0;0;0
2002;2;0;3;158;1;214;2;44
2000;0;0;11;184;1;184;0;232
2001;1;0;2;35;0;134;0;134
2002;2;0;0;161;1;194;0;120
2016;0;0;0;0;0;0;0;0
2001;1;0;1;191;0;77;0;77
2002;2;0;0;103;2;115;0;177
2017;0;0;0;0;0;0;0;0
2000;0;0;7;208;0;24;0;48
2015;5;232;0;214;0;0;0;3
2001;1;0;3;67;0;12;0;12
2002;2;0;2;79;0;5;0;134
2001;1;0;3;135;0;131;0;131
2002;2;0;3;40;2;12;0;126
2001;1;0;2;233;0;164;0;164
2002;2;0;3;36;2;16;0;112
2000;0;0;0;0;0;48;1;184
2001;1;0;3;116;0;137;0;137
2002;2;0;1;224;3;242;0;239
2000;0;0;241;96;0;24;255;72
2015;2;167;0;53;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;165;3;74;3;123
2000;0;0;3;232;0;48;0;0
2002;2;0;1;140;2;227;1;184
2003;3;0;0;0;0;0;0;104
2006;0;0;0;0;0;0;0;0
2017;0;0;0;0;0;0;0;0
2001;1;0;3;146;0;81;0;81
2002;2;0;0;32;0;118;2;1
2000;0;0;245;72;0;208;1;184
2001;1;0;3;110;0;21;0;21
2002;2;0;0;153;2;85;1;3
2001;1;0;3;110;0;194;0;194
2002;2;0;2;52;1;60;3;187
2015;1;237;0;128;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;2;59;0;135;0;135
2002;2;0;2;117;2;79;1;248
2017;0;0;0;0;0;0;0;0
2001;1;0;2;192;0;1;0;1
2002;2;0;0;120;2;180;0;88
2000;0;0;245;72;0;0;0;208
2001;1;0;0;250;0;47;0;47
2002;2;0;2;219;3;61;0;222
2000;0;0;0;0;1;184;1;184
2002;2;0;0;240;0;104;2;24
2001;1;0;0;104;0;41;0;41
2002;2;0;1;1;3;220;2;131
2015;2;46;0;88;0;0;0;5
2016;0;0;0;0;0;0;0;0
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;3;145;0;25;0;25
2002;2;0;2;19;3;14;2;243
2017;0;0;0;0;0;0;0;0
2015;8;209;0;42;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;3;145;3;228;2;42
2017;0;0;0;0;0;0;0;0
2001;1;0;0;76;0;157;0;157
2002;2;0;2;27;0;144;1;108
2000;0;0;253;24;0;24;255;96
2001;1;0;3;99;0;87;0;87
2018;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;163;3;201;1;163
2001;1;0;3;199;0;198;0;198
2002;2;0;2;144;2;225;2;251
2000;0;0;7;208;0;0;1;184
2001;1;0;3;148;0;137;0;137
2002;2;0;3;225;0;165;1;241
2001;1;0;0;136;0;104;0;104
2002;2;0;3;72;0;252;3;94
2000;0;0;245;72;0;208;1;184
2000;0;0;245;72;1;184;255;72
2001;1;0;2;229;0;32;0;32
2002;2;0;0;138;0;83;2;69
2001;1;0;0;99;0;52;0;52
2002;2;0;3;109;0;2;0;87
2003;3;0;0;0;0;0;2;63
2006;0;0;0;0;0;0;0;0
2000;0;0;245;72;255;72;1;184
2015;6;213;0;122;0;0;0;4
2016;0;0;0;0;0;0;0;0
2002;2;0;2;192;3;213;1;123
2000;0;0;11;184;0;0;1;184
2001;1;0;1;54;0;168;0;168
2002;2;0;3;233;2;106;3;53
2017;0;0;0;0;0;0;0;0
2001;1;0;1;35;0;42;0;42
2002;2;0;2;37;2;237;3;98
2000;0;0;3;232;0;208;255;72
2001;1;0;1;44;0;73;0;73
2002;2;0;0;7;1;23;2;97
2001;1;0;3;83;0;6;0;6
2002;2;0;1;42;1;222;3;153
2015;8;65;0;148;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;0;189;0;3;0;3
2002;2;0;3;39;0;27;2;157
2017;0;0;0;0;0;0;0;0
2001;1;0;0;102;0;142;0;142
2002;2;0;2;248;0;208;0;56
2000;0;0;0;0;255;96;1;184
2001;1;0;3;49;0;3;0;3
2002;2;0;0;119;0;19;2;166
2001;1;0;1;95;0;108;0;108
2002;2;0;3;98;1;237;3;222
2003;3;0;0;0;0;0;1;245
2004;255;112;0;156;1;44;0;57
2006;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;208;0;208
2001;1;0;1;128;0;173;0;173
2002;2;0;2;19;1;37;3;118
2023;0;0;0;0;0;0;0;0
2002;2;0;0;89;3;179;1;36
2005;0;0;0;0;0;0;0;0
2000;0;0;0;0;255;72;0;0
2001;1;0;3;195;0;50;0;50
2002;2;0;3;109;3;237;0;184
2001;1;0;3;21;0;163;0;163
2002;2;0;3;208;3;170;3;76
2000;0;0;249;48;0;232;0;208
2001;1;0;1;203;0;47;0;47
2002;2;0;0;13;1;201;1;100
2001;1;0;1;64;0;176;0;176
2002;2;0;1;141;3;163;3;124
2015;6;128;0;225;0;0;0;1
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;232;0;48
2016;0;0;0;0;0;0;0;0
2001;1;0;0;37;0;131;0;131
2002;2;0;2;193;2;21;1;180
2002;2;0;3;56;3;215;2;2
2001;1;0;3;237;0;109;0;109
2001;1;0;0;120;0;120;0;120
2002;2;0;2;38;0;225;3;194
2000;0;0;245;72;0;0;0;48
2003;3;0;0;0;0;0;0;77
2006;0;0;0;0;0;0;0;0
2004;0;156;0;156;1;44;0;34
2001;1;0;0;97;0;158;0;158
2000;0;0;11;184;255;72;255;96
2002;2;0;0;216;2;206;0;25
2001;1;0;0;200;0;41;0;41
2002;2;0;3;107;3;33;1;206
2023;0;0;0;0;0;0;0;0
2001;1;0;2;229;0;5;0;5
2002;2;0;0;237;1;31;3;152
2000;0;0;241;96;0;48;1;184
2015;9;139;0;60;0;0;0;2
2001;1;0;2;105;0;108;0;108
2002;2;0;2;57;3;219;2;153
2001;1;0;1;239;0;103;0;103
2002;2;0;2;217;3;82;3;103
2001;1;0;1;250;0;72;0;72
2002;2;0;1;209;3;82;2;90
2000;0;0;245;72;0;232;255;72
2015;9;195;0;45;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;1;36;2;173;2;100
2017;0;0;0;0;0;0;0;0
2001;1;0;1;4;0;179;0;179
2002;2;0;1;23;3;140;0;21
2000;0;0;241;96;0;208;0;0
2001;1;0;3;56;0;171;0;171
2006;0;0;0;0;0;0;0;0
2001;1;0;0;155;0;100;0;100
2002;2;0;0;66;0;84;2;238
2002;2;0;1;207;0;210;3;245
2000;0;0;11;184;0;208;0;24
2001;1;0;3;76;0;184;0;184
2002;2;0;2;27;1;69;3;74
2015;6;71;0;187;0;0;0;2
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;1;255;1;176;3;12
2000;0;0;7;208;255;72;0;208
2002;2;0;0;147;0;62;2;231
2017;0;0;0;0;0;0;0;0
2001;1;0;3;119;0;118;0;118
2002;2;0;1;209;1;52;2;253
2000;0;0;245;72;0;208;0;0
2001;1;0;2;109;0;153;0;153
2002;2;0;0;226;2;201;0;129
2001;1;0;3;185;0;126;0;126
2002;2;0;0;234;1;21;3;193
2000;0;0;253;24;0;0;0;208
2001;1;0;1;225;0;32;0;32
2002;2;0;2;205;3;87;3;72
2015;8;236;0;226;0;0;0;3
2001;1;0;1;1;0;51;0;51
2002;2;0;1;62;3;221;0;186
2000;0;0;0;0;0;232;255;96
2003;3;0;0;0;0;0;1;226
2002;2;0;2;5;1;114;3;143
2023;0;0;0;0;0;0;0;0
2000;0;0;3;232;0;24;1;184
2004;0;200;0;200;0;100;0;79
2001;1;0;3;159;0;64;0;64
2002;2;0;1;180;2;89;2;105
2001;1;0;2;175;0;131;0;131
2002;2;0;0;247;3;207;1;95
2000;0;0;0;0;0;0;255;72
2001;1;0;3;216;0;23;0;23
2002;2;0;2;35;2;6;2;137
2001;1;0;1;99;0;8;0;8
2002;2;0;0;205;0;119;1;150
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;24;255;96
2015;7;12;0;14;0;0;0;1
2001;1;0;3;80;0;195;0;195
2002;2;0;1;65;1;172;3;33
2001;1;0;1;117;0;104;0;104
2002;2;0;1;201;2;31;1;184
2000;0;0;249;48;0;0;0;232
